SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
78610 15 131 U1 P1 gwa-t2 C1 C3 C3
78610 15 131 U2 P2 gwa-t2 C1 C3 C3
78610 15 131 U2 P2 gwa-t2 C1 C3 C3
78610 15 131 U3 P3 gwa-t2 C1 C3 C3
78610 15 131 U3 P3 gwa-t2 C1 C3 C3
78610 15 131 U4 P4 gwa-t2 C1 C3 C3
78610 15 131 U4 P4 gwa-t2 C1 C3 C3
78610 15 131 U5 P5 gwa-t2 C1 C3 C3
78610 15 131 U5 P5 gwa-t2 C1 C3 C3
78610 15 131 U5 P5 gwa-t2 C1 C3 C3
79210 15 132 U2 P2 gwa-t2 C1 C3 C3
79210 15 132 U2 P2 gwa-t2 C1 C3 C3
79210 15 132 U2 P2 gwa-t2 C1 C3 C3
79210 15 132 U3 P3 gwa-t2 C1 C3 C3
79210 15 132 U3 P3 gwa-t2 C1 C3 C3
79210 15 132 U4 P4 gwa-t2 C1 C3 C3
79210 15 132 U4 P4 gwa-t2 C1 C3 C3
79210 15 132 U0 P0 gwa-t2 C1 C3 C3
79210 15 132 U0 P0 gwa-t2 C1 C3 C3
79210 15 132 U5 P5 gwa-t2 C1 C3 C3
79210 15 132 U5 P5 gwa-t2 C1 C3 C3
79210 15 132 U5 P5 gwa-t2 C1 C3 C3
79810 15 133 U3 P3 gwa-t2 C1 C3 C3
79810 15 133 U3 P3 gwa-t2 C1 C3 C3
79810 15 133 U3 P3 gwa-t2 C1 C3 C3
79810 15 133 U4 P4 gwa-t2 C1 C3 C3
79810 15 133 U4 P4 gwa-t2 C1 C3 C3
79810 15 133 U0 P0 gwa-t2 C1 C3 C3
79810 15 133 U0 P0 gwa-t2 C1 C3 C3
79810 15 133 U1 P1 gwa-t2 C1 C3 C3
79810 15 133 U1 P1 gwa-t2 C1 C3 C3
79810 15 133 U5 P5 gwa-t2 C1 C3 C3
79810 15 133 U5 P5 gwa-t2 C1 C3 C3
79810 15 133 U5 P5 gwa-t2 C1 C3 C3
80410 15 134 U4 P4 gwa-t2 C1 C3 C3
80410 15 134 U4 P4 gwa-t2 C1 C3 C3
80410 15 134 U4 P4 gwa-t2 C1 C3 C3
80410 15 134 U0 P0 gwa-t2 C1 C3 C3
80410 15 134 U0 P0 gwa-t2 C1 C3 C3
80410 15 134 U1 P1 gwa-t2 C1 C3 C3
80410 15 134 U1 P1 gwa-t2 C1 C3 C3
80410 15 134 U2 P2 gwa-t2 C1 C3 C3
80410 15 134 U2 P2 gwa-t2 C1 C3 C3
80410 15 134 U5 P5 gwa-t2 C1 C3 C3
80410 15 134 U5 P5 gwa-t2 C1 C3 C3
80410 15 134 U5 P5 gwa-t2 C1 C3 C3
81010 15 135 U0 P0 gwa-t2 C1 C3 C3
81010 15 135 U0 P0 gwa-t2 C1 C3 C3
81010 15 135 U0 P0 gwa-t2 C1 C3 C3
81010 15 135 U1 P1 gwa-t2 C1 C3 C3
81010 15 135 U1 P1 gwa-t2 C1 C3 C3
81010 15 135 U2 P2 gwa-t2 C1 C3 C3
81010 15 135 U2 P2 gwa-t2 C1 C3 C3
81010 15 135 U3 P3 gwa-t2 C1 C3 C3
81010 15 135 U3 P3 gwa-t2 C1 C3 C3
81010 15 135 U5 P5 gwa-t2 C1 C3 C3
81010 15 135 U5 P5 gwa-t2 C1 C3 C3
81010 15 135 U5 P5 gwa-t2 C1 C3 C3
81610 15 136 U1 P1 gwa-t2 C1 C3 C3
81610 15 136 U1 P1 gwa-t2 C1 C3 C3
81610 15 136 U1 P1 gwa-t2 C1 C3 C3
81610 15 136 U2 P2 gwa-t2 C1 C3 C3
81610 15 136 U2 P2 gwa-t2 C1 C3 C3
81610 15 136 U3 P3 gwa-t2 C1 C3 C3
81610 15 136 U3 P3 gwa-t2 C1 C3 C3
81610 15 136 U4 P4 gwa-t2 C1 C3 C3
81610 15 136 U4 P4 gwa-t2 C1 C3 C3
81610 15 136 U5 P5 gwa-t2 C1 C3 C3
81610 15 136 U5 P5 gwa-t2 C1 C3 C3
81610 15 136 U5 P5 gwa-t2 C1 C3 C3
82210 15 137 U2 P2 gwa-t2 C1 C3 C3
82210 15 137 U2 P2 gwa-t2 C1 C3 C3
82210 15 137 U2 P2 gwa-t2 C1 C3 C3
82210 15 137 U3 P3 gwa-t2 C1 C3 C3
82210 15 137 U3 P3 gwa-t2 C1 C3 C3
82210 15 137 U4 P4 gwa-t2 C1 C3 C3
82210 15 137 U4 P4 gwa-t2 C1 C3 C3
82210 15 137 U0 P0 gwa-t2 C1 C3 C3
82210 15 137 U0 P0 gwa-t2 C1 C3 C3
82210 15 137 U5 P5 gwa-t2 C1 C3 C3
82210 15 137 U5 P5 gwa-t2 C1 C3 C3
82210 15 137 U5 P5 gwa-t2 C1 C3 C3
82810 15 138 U3 P3 gwa-t2 C1 C3 C3
82810 15 138 U3 P3 gwa-t2 C1 C3 C3
82810 15 138 U3 P3 gwa-t2 C1 C3 C3
82810 15 138 U4 P4 gwa-t2 C1 C3 C3
82810 15 138 U4 P4 gwa-t2 C1 C3 C3
82810 15 138 U0 P0 gwa-t2 C1 C3 C3
82810 15 138 U0 P0 gwa-t2 C1 C3 C3
82810 15 138 U1 P1 gwa-t2 C1 C3 C3
82810 15 138 U1 P1 gwa-t2 C1 C3 C3
82810 15 138 U5 P5 gwa-t2 C1 C3 C3
82810 15 138 U5 P5 gwa-t2 C1 C3 C3
82810 15 138 U5 P5 gwa-t2 C1 C3 C3
83410 15 139 U4 P4 gwa-t2 C1 C3 C3
83410 15 139 U4 P4 gwa-t2 C1 C3 C3
83410 15 139 U4 P4 gwa-t2 C1 C3 C3
83410 15 139 U0 P0 gwa-t2 C1 C3 C3
83410 15 139 U0 P0 gwa-t2 C1 C3 C3
83410 15 139 U1 P1 gwa-t2 C1 C3 C3
83410 15 139 U1 P1 gwa-t2 C1 C3 C3
83410 15 139 U2 P2 gwa-t2 C1 C3 C3
83410 15 139 U2 P2 gwa-t2 C1 C3 C3
83410 15 139 U5 P5 gwa-t2 C1 C3 C3
83410 15 139 U5 P5 gwa-t2 C1 C3 C3
83410 15 139 U5 P5 gwa-t2 C1 C3 C3
84010 15 140 U0 P0 gwa-t2 C1 C3 C3
84010 15 140 U0 P0 gwa-t2 C1 C3 C3
84010 15 140 U0 P0 gwa-t2 C1 C3 C3
84010 15 140 U1 P1 gwa-t2 C1 C3 C3
84010 15 140 U1 P1 gwa-t2 C1 C3 C3
84010 15 140 U2 P2 gwa-t2 C1 C3 C3
84010 15 140 U2 P2 gwa-t2 C1 C3 C3
84010 15 140 U3 P3 gwa-t2 C1 C3 C3
84010 15 140 U3 P3 gwa-t2 C1 C3 C3
84010 15 140 U5 P5 gwa-t2 C1 C3 C3
84010 15 140 U5 P5 gwa-t2 C1 C3 C3
84010 15 140 U5 P5 gwa-t2 C1 C3 C3
84610 15 141 U1 P1 gwa-t2 C1 C3 C3
84610 15 141 U1 P1 gwa-t2 C1 C3 C3
84610 15 141 U1 P1 gwa-t2 C1 C3 C3
84610 15 141 U2 P2 gwa-t2 C1 C3 C3
84610 15 141 U2 P2 gwa-t2 C1 C3 C3
84610 15 141 U3 P3 gwa-t2 C1 C3 C3
84610 15 141 U3 P3 gwa-t2 C1 C3 C3
84610 15 141 U4 P4 gwa-t2 C1 C3 C3
84610 15 141 U4 P4 gwa-t2 C1 C3 C3
84610 15 141 U5 P5 gwa-t2 C1 C3 C3
84610 15 141 U5 P5 gwa-t2 C1 C3 C3
84610 15 141 U5 P5 gwa-t2 C1 C3 C3
85210 15 142 U2 P2 gwa-t2 C1 C3 C3
85210 15 142 U2 P2 gwa-t2 C1 C3 C3
85210 15 142 U2 P2 gwa-t2 C1 C3 C3
85210 15 142 U3 P3 gwa-t2 C1 C3 C3
85210 15 142 U3 P3 gwa-t2 C1 C3 C3
85210 15 142 U4 P4 gwa-t2 C1 C3 C3
85210 15 142 U4 P4 gwa-t2 C1 C3 C3
85210 15 142 U0 P0 gwa-t2 C1 C3 C3
85210 15 142 U0 P0 gwa-t2 C1 C3 C3
85210 15 142 U5 P5 gwa-t2 C1 C3 C3
85210 15 142 U5 P5 gwa-t2 C1 C3 C3
85210 15 142 U5 P5 gwa-t2 C1 C3 C3
85810 15 143 U3 P3 gwa-t2 C1 C3 C3
85810 15 143 U3 P3 gwa-t2 C1 C3 C3
85810 15 143 U3 P3 gwa-t2 C1 C3 C3
85810 15 143 U4 P4 gwa-t2 C1 C3 C3
85810 15 143 U4 P4 gwa-t2 C1 C3 C3
85810 15 143 U0 P0 gwa-t2 C1 C3 C3
85810 15 143 U0 P0 gwa-t2 C1 C3 C3
85810 15 143 U1 P1 gwa-t2 C1 C3 C3
85810 15 143 U1 P1 gwa-t2 C1 C3 C3
85810 15 143 U5 P5 gwa-t2 C1 C3 C3
85810 15 143 U5 P5 gwa-t2 C1 C3 C3
85810 15 143 U5 P5 gwa-t2 C1 C3 C3
86410 15 144 U4 P4 gwa-t2 C1 C3 C3
86410 15 144 U4 P4 gwa-t2 C1 C3 C3
86410 15 144 U4 P4 gwa-t2 C1 C3 C3
86410 15 144 U0 P0 gwa-t2 C1 C3 C3
86410 15 144 U0 P0 gwa-t2 C1 C3 C3
86410 15 144 U1 P1 gwa-t2 C1 C3 C3
86410 15 144 U1 P1 gwa-t2 C1 C3 C3
86410 15 144 U2 P2 gwa-t2 C1 C3 C3
86410 15 144 U2 P2 gwa-t2 C1 C3 C3
86410 15 144 U5 P5 gwa-t2 C1 C3 C3
86410 15 144 U5 P5 gwa-t2 C1 C3 C3
86410 15 144 U5 P5 gwa-t2 C1 C3 C3
87010 15 145 U0 P0 gwa-t2 C1 C3 C3
87010 15 145 U0 P0 gwa-t2 C1 C3 C3
87010 15 145 U0 P0 gwa-t2 C1 C3 C3
87010 15 145 U1 P1 gwa-t2 C1 C3 C3
87010 15 145 U1 P1 gwa-t2 C1 C3 C3
87010 15 145 U2 P2 gwa-t2 C1 C3 C3
87010 15 145 U2 P2 gwa-t2 C1 C3 C3
87010 15 145 U3 P3 gwa-t2 C1 C3 C3
87010 15 145 U3 P3 gwa-t2 C1 C3 C3
87010 15 145 U5 P5 gwa-t2 C1 C3 C3
87010 15 145 U5 P5 gwa-t2 C1 C3 C3
87010 15 145 U5 P5 gwa-t2 C1 C3 C3
87610 15 146 U1 P1 gwa-t2 C1 C3 C3
87610 15 146 U1 P1 gwa-t2 C1 C3 C3
87610 15 146 U1 P1 gwa-t2 C1 C3 C3
87610 15 146 U2 P2 gwa-t2 C1 C3 C3
87610 15 146 U2 P2 gwa-t2 C1 C3 C3
87610 15 146 U3 P3 gwa-t2 C1 C3 C3
87610 15 146 U3 P3 gwa-t2 C1 C3 C3
87610 15 146 U4 P4 gwa-t2 C1 C3 C3
87610 15 146 U4 P4 gwa-t2 C1 C3 C3
87610 15 146 U5 P5 gwa-t2 C1 C3 C3
87610 15 146 U5 P5 gwa-t2 C1 C3 C3
87610 15 146 U5 P5 gwa-t2 C1 C3 C3
88210 15 147 U2 P2 gwa-t2 C1 C3 C3
88210 15 147 U2 P2 gwa-t2 C1 C3 C3
88210 15 147 U2 P2 gwa-t2 C1 C3 C3
88210 15 147 U3 P3 gwa-t2 C1 C3 C3
88210 15 147 U3 P3 gwa-t2 C1 C3 C3
88210 15 147 U4 P4 gwa-t2 C1 C3 C3
88210 15 147 U4 P4 gwa-t2 C1 C3 C3
88210 15 147 U0 P0 gwa-t2 C1 C3 C3
88210 15 147 U0 P0 gwa-t2 C1 C3 C3
88210 15 147 U5 P5 gwa-t2 C1 C3 C3
88210 15 147 U5 P5 gwa-t2 C1 C3 C3
88210 15 147 U5 P5 gwa-t2 C1 C3 C3
88810 15 148 U3 P3 gwa-t2 C1 C3 C3
88810 15 148 U3 P3 gwa-t2 C1 C3 C3
88810 15 148 U3 P3 gwa-t2 C1 C3 C3
88810 15 148 U4 P4 gwa-t2 C1 C3 C3
88810 15 148 U4 P4 gwa-t2 C1 C3 C3
88810 15 148 U0 P0 gwa-t2 C1 C3 C3
88810 15 148 U0 P0 gwa-t2 C1 C3 C3
88810 15 148 U1 P1 gwa-t2 C1 C3 C3
88810 15 148 U1 P1 gwa-t2 C1 C3 C3
88810 15 148 U5 P5 gwa-t2 C1 C3 C3
88810 15 148 U5 P5 gwa-t2 C1 C3 C3
88810 15 148 U5 P5 gwa-t2 C1 C3 C3
89410 15 149 U4 P4 gwa-t2 C1 C3 C3
89410 15 149 U4 P4 gwa-t2 C1 C3 C3
89410 15 149 U4 P4 gwa-t2 C1 C3 C3
89410 15 149 U0 P0 gwa-t2 C1 C3 C3
89410 15 149 U0 P0 gwa-t2 C1 C3 C3
89410 15 149 U1 P1 gwa-t2 C1 C3 C3
89410 15 149 U1 P1 gwa-t2 C1 C3 C3
89410 15 149 U2 P2 gwa-t2 C1 C3 C3
89410 15 149 U2 P2 gwa-t2 C1 C3 C3
89410 15 149 U5 P5 gwa-t2 C1 C3 C3
89410 15 149 U5 P5 gwa-t2 C1 C3 C3
89410 15 149 U5 P5 gwa-t2 C1 C3 C3
90010 15 150 U0 P0 gwa-t2 C1 C3 C3
90010 15 150 U0 P0 gwa-t2 C1 C3 C3
90010 15 150 U0 P0 gwa-t2 C1 C3 C3
90010 15 150 U1 P1 gwa-t2 C1 C3 C3
90010 15 150 U1 P1 gwa-t2 C1 C3 C3
90010 15 150 U2 P2 gwa-t2 C1 C3 C3
90010 15 150 U2 P2 gwa-t2 C1 C3 C3
90010 15 150 U3 P3 gwa-t2 C1 C3 C3
90010 15 150 U3 P3 gwa-t2 C1 C3 C3
90010 15 150 U5 P5 gwa-t2 C1 C3 C3
90010 15 150 U5 P5 gwa-t2 C1 C3 C3
90010 15 150 U5 P5 gwa-t2 C1 C3 C3
90610 15 151 U1 P1 gwa-t2 C1 C3 C3
90610 15 151 U1 P1 gwa-t2 C1 C3 C3
90610 15 151 U1 P1 gwa-t2 C1 C3 C3
90610 15 151 U2 P2 gwa-t2 C1 C3 C3
90610 15 151 U2 P2 gwa-t2 C1 C3 C3
90610 15 151 U3 P3 gwa-t2 C1 C3 C3
90610 15 151 U3 P3 gwa-t2 C1 C3 C3
90610 15 151 U4 P4 gwa-t2 C1 C3 C3
90610 15 151 U4 P4 gwa-t2 C1 C3 C3
90610 15 151 U5 P5 gwa-t2 C1 C3 C3
90610 15 151 U5 P5 gwa-t2 C1 C3 C3
90610 15 151 U5 P5 gwa-t2 C1 C3 C3
91210 15 152 U2 P2 gwa-t2 C1 C3 C3
91210 15 152 U2 P2 gwa-t2 C1 C3 C3
91210 15 152 U2 P2 gwa-t2 C1 C3 C3
91210 15 152 U3 P3 gwa-t2 C1 C3 C3
91210 15 152 U3 P3 gwa-t2 C1 C3 C3
91210 15 152 U4 P4 gwa-t2 C1 C3 C3
91210 15 152 U4 P4 gwa-t2 C1 C3 C3
91210 15 152 U0 P0 gwa-t2 C1 C3 C3
91210 15 152 U0 P0 gwa-t2 C1 C3 C3
91210 15 152 U5 P5 gwa-t2 C1 C3 C3
91210 15 152 U5 P5 gwa-t2 C1 C3 C3
91210 15 152 U5 P5 gwa-t2 C1 C3 C3
91810 15 153 U3 P3 gwa-t2 C1 C3 C3
91810 15 153 U3 P3 gwa-t2 C1 C3 C3
91810 15 153 U3 P3 gwa-t2 C1 C3 C3
91810 15 153 U4 P4 gwa-t2 C1 C3 C3
91810 15 153 U4 P4 gwa-t2 C1 C3 C3
91810 15 153 U0 P0 gwa-t2 C1 C3 C3
91810 15 153 U0 P0 gwa-t2 C1 C3 C3
91810 15 153 U1 P1 gwa-t2 C1 C3 C3
91810 15 153 U1 P1 gwa-t2 C1 C3 C3
91810 15 153 U5 P5 gwa-t2 C1 C3 C3
91810 15 153 U5 P5 gwa-t2 C1 C3 C3
91810 15 153 U5 P5 gwa-t2 C1 C3 C3
92410 15 154 U4 P4 gwa-t2 C1 C3 C3
92410 15 154 U4 P4 gwa-t2 C1 C3 C3
92410 15 154 U4 P4 gwa-t2 C1 C3 C3
92410 15 154 U0 P0 gwa-t2 C1 C3 C3
92410 15 154 U0 P0 gwa-t2 C1 C3 C3
92410 15 154 U1 P1 gwa-t2 C1 C3 C3
92410 15 154 U1 P1 gwa-t2 C1 C3 C3
92410 15 154 U2 P2 gwa-t2 C1 C3 C3
92410 15 154 U2 P2 gwa-t2 C1 C3 C3
92410 15 154 U5 P5 gwa-t2 C1 C3 C3
92410 15 154 U5 P5 gwa-t2 C1 C3 C3
92410 15 154 U5 P5 gwa-t2 C1 C3 C3
93010 15 155 U0 P0 gwa-t2 C1 C3 C3
93010 15 155 U0 P0 gwa-t2 C1 C3 C3
93010 15 155 U0 P0 gwa-t2 C1 C3 C3
93010 15 155 U1 P1 gwa-t2 C1 C3 C3
93010 15 155 U1 P1 gwa-t2 C1 C3 C3
93010 15 155 U2 P2 gwa-t2 C1 C3 C3
93010 15 155 U2 P2 gwa-t2 C1 C3 C3
93010 15 155 U3 P3 gwa-t2 C1 C3 C3
93010 15 155 U3 P3 gwa-t2 C1 C3 C3
93010 15 155 U5 P5 gwa-t2 C1 C3 C3
93010 15 155 U5 P5 gwa-t2 C1 C3 C3
93010 15 155 U5 P5 gwa-t2 C1 C3 C3
93610 15 156 U1 P1 gwa-t2 C1 C3 C3
93610 15 156 U1 P1 gwa-t2 C1 C3 C3
93610 15 156 U1 P1 gwa-t2 C1 C3 C3
93610 15 156 U2 P2 gwa-t2 C1 C3 C3
93610 15 156 U2 P2 gwa-t2 C1 C3 C3
93610 15 156 U3 P3 gwa-t2 C1 C3 C3
93610 15 156 U3 P3 gwa-t2 C1 C3 C3
93610 15 156 U4 P4 gwa-t2 C1 C3 C3
93610 15 156 U4 P4 gwa-t2 C1 C3 C3
93610 15 156 U5 P5 gwa-t2 C1 C3 C3
93610 15 156 U5 P5 gwa-t2 C1 C3 C3
93610 15 156 U5 P5 gwa-t2 C1 C3 C3
94210 15 157 U2 P2 gwa-t2 C1 C3 C3
94210 15 157 U2 P2 gwa-t2 C1 C3 C3
94210 15 157 U2 P2 gwa-t2 C1 C3 C3
94210 15 157 U3 P3 gwa-t2 C1 C3 C3
94210 15 157 U3 P3 gwa-t2 C1 C3 C3
94210 15 157 U4 P4 gwa-t2 C1 C3 C3
94210 15 157 U4 P4 gwa-t2 C1 C3 C3
94210 15 157 U0 P0 gwa-t2 C1 C3 C3
94210 15 157 U0 P0 gwa-t2 C1 C3 C3
94210 15 157 U5 P5 gwa-t2 C1 C3 C3
94210 15 157 U5 P5 gwa-t2 C1 C3 C3
94210 15 157 U5 P5 gwa-t2 C1 C3 C3
94810 15 158 U3 P3 gwa-t2 C1 C3 C3
94810 15 158 U3 P3 gwa-t2 C1 C3 C3
94810 15 158 U3 P3 gwa-t2 C1 C3 C3
94810 15 158 U4 P4 gwa-t2 C1 C3 C3
94810 15 158 U4 P4 gwa-t2 C1 C3 C3
94810 15 158 U0 P0 gwa-t2 C1 C3 C3
94810 15 158 U0 P0 gwa-t2 C1 C3 C3
94810 15 158 U1 P1 gwa-t2 C1 C3 C3
94810 15 158 U1 P1 gwa-t2 C1 C3 C3
94810 15 158 U5 P5 gwa-t2 C1 C3 C3
94810 15 158 U5 P5 gwa-t2 C1 C3 C3
94810 15 158 U5 P5 gwa-t2 C1 C3 C3
95410 15 159 U4 P4 gwa-t2 C1 C3 C3
95410 15 159 U4 P4 gwa-t2 C1 C3 C3
95410 15 159 U4 P4 gwa-t2 C1 C3 C3
95410 15 159 U0 P0 gwa-t2 C1 C3 C3
95410 15 159 U0 P0 gwa-t2 C1 C3 C3
95410 15 159 U1 P1 gwa-t2 C1 C3 C3
95410 15 159 U1 P1 gwa-t2 C1 C3 C3
95410 15 159 U2 P2 gwa-t2 C1 C3 C3
95410 15 159 U2 P2 gwa-t2 C1 C3 C3
95410 15 159 U5 P5 gwa-t2 C1 C3 C3
95410 15 159 U5 P5 gwa-t2 C1 C3 C3
95410 15 159 U5 P5 gwa-t2 C1 C3 C3
96010 15 160 U0 P0 gwa-t2 C1 C3 C3
96010 15 160 U0 P0 gwa-t2 C1 C3 C3
96010 15 160 U0 P0 gwa-t2 C1 C3 C3
96010 15 160 U1 P1 gwa-t2 C1 C3 C3
96010 15 160 U1 P1 gwa-t2 C1 C3 C3
96010 15 160 U2 P2 gwa-t2 C1 C3 C3
96010 15 160 U2 P2 gwa-t2 C1 C3 C3
96010 15 160 U3 P3 gwa-t2 C1 C3 C3
96010 15 160 U3 P3 gwa-t2 C1 C3 C3
96010 15 160 U5 P5 gwa-t2 C1 C3 C3
96010 15 160 U5 P5 gwa-t2 C1 C3 C3
96010 15 160 U5 P5 gwa-t2 C1 C3 C3
96610 15 161 U1 P1 gwa-t2 C1 C3 C3
96610 15 161 U1 P1 gwa-t2 C1 C3 C3
96610 15 161 U1 P1 gwa-t2 C1 C3 C3
96610 15 161 U2 P2 gwa-t2 C1 C3 C3
96610 15 161 U2 P2 gwa-t2 C1 C3 C3
96610 15 161 U3 P3 gwa-t2 C1 C3 C3
96610 15 161 U3 P3 gwa-t2 C1 C3 C3
96610 15 161 U4 P4 gwa-t2 C1 C3 C3
96610 15 161 U4 P4 gwa-t2 C1 C3 C3
96610 15 161 U5 P5 gwa-t2 C1 C3 C3
96610 15 161 U5 P5 gwa-t2 C1 C3 C3
96610 15 161 U5 P5 gwa-t2 C1 C3 C3
97210 15 162 U2 P2 gwa-t2 C1 C3 C3
97210 15 162 U2 P2 gwa-t2 C1 C3 C3
97210 15 162 U2 P2 gwa-t2 C1 C3 C3
97210 15 162 U3 P3 gwa-t2 C1 C3 C3
97210 15 162 U3 P3 gwa-t2 C1 C3 C3
97210 15 162 U4 P4 gwa-t2 C1 C3 C3
97210 15 162 U4 P4 gwa-t2 C1 C3 C3
97210 15 162 U0 P0 gwa-t2 C1 C3 C3
97210 15 162 U0 P0 gwa-t2 C1 C3 C3
97210 15 162 U5 P5 gwa-t2 C1 C3 C3
97210 15 162 U5 P5 gwa-t2 C1 C3 C3
97210 15 162 U5 P5 gwa-t2 C1 C3 C3
97810 15 163 U3 P3 gwa-t2 C1 C3 C3
97810 15 163 U3 P3 gwa-t2 C1 C3 C3
97810 15 163 U3 P3 gwa-t2 C1 C3 C3
97810 15 163 U4 P4 gwa-t2 C1 C3 C3
97810 15 163 U4 P4 gwa-t2 C1 C3 C3
97810 15 163 U0 P0 gwa-t2 C1 C3 C3
97810 15 163 U0 P0 gwa-t2 C1 C3 C3
97810 15 163 U1 P1 gwa-t2 C1 C3 C3
97810 15 163 U1 P1 gwa-t2 C1 C3 C3
97810 15 163 U5 P5 gwa-t2 C1 C3 C3
97810 15 163 U5 P5 gwa-t2 C1 C3 C3
97810 15 163 U5 P5 gwa-t2 C1 C3 C3
98410 15 164 U4 P4 gwa-t2 C1 C3 C3
98410 15 164 U4 P4 gwa-t2 C1 C3 C3
98410 15 164 U4 P4 gwa-t2 C1 C3 C3
98410 15 164 U0 P0 gwa-t2 C1 C3 C3
98410 15 164 U0 P0 gwa-t2 C1 C3 C3
98410 15 164 U1 P1 gwa-t2 C1 C3 C3
98410 15 164 U1 P1 gwa-t2 C1 C3 C3
98410 15 164 U2 P2 gwa-t2 C1 C3 C3
98410 15 164 U2 P2 gwa-t2 C1 C3 C3
98410 15 164 U5 P5 gwa-t2 C1 C3 C3
98410 15 164 U5 P5 gwa-t2 C1 C3 C3
98410 15 164 U5 P5 gwa-t2 C1 C3 C3
99010 15 165 U0 P0 gwa-t2 C1 C3 C3
99010 15 165 U0 P0 gwa-t2 C1 C3 C3
99010 15 165 U0 P0 gwa-t2 C1 C3 C3
99010 15 165 U1 P1 gwa-t2 C1 C3 C3
99010 15 165 U1 P1 gwa-t2 C1 C3 C3
99010 15 165 U2 P2 gwa-t2 C1 C3 C3
99010 15 165 U2 P2 gwa-t2 C1 C3 C3
99010 15 165 U3 P3 gwa-t2 C1 C3 C3
99010 15 165 U3 P3 gwa-t2 C1 C3 C3
99010 15 165 U5 P5 gwa-t2 C1 C3 C3
99010 15 165 U5 P5 gwa-t2 C1 C3 C3
99010 15 165 U5 P5 gwa-t2 C1 C3 C3
99610 15 166 U1 P1 gwa-t2 C1 C3 C3
99610 15 166 U1 P1 gwa-t2 C1 C3 C3
99610 15 166 U1 P1 gwa-t2 C1 C3 C3
99610 15 166 U2 P2 gwa-t2 C1 C3 C3
99610 15 166 U2 P2 gwa-t2 C1 C3 C3
99610 15 166 U3 P3 gwa-t2 C1 C3 C3
99610 15 166 U3 P3 gwa-t2 C1 C3 C3
99610 15 166 U4 P4 gwa-t2 C1 C3 C3
99610 15 166 U4 P4 gwa-t2 C1 C3 C3
99610 15 166 U5 P5 gwa-t2 C1 C3 C3
99610 15 166 U5 P5 gwa-t2 C1 C3 C3
99610 15 166 U5 P5 gwa-t2 C1 C3 C3
100210 15 167 U2 P2 gwa-t2 C1 C3 C3
100210 15 167 U2 P2 gwa-t2 C1 C3 C3
100210 15 167 U2 P2 gwa-t2 C1 C3 C3
100210 15 167 U3 P3 gwa-t2 C1 C3 C3
100210 15 167 U3 P3 gwa-t2 C1 C3 C3
100210 15 167 U4 P4 gwa-t2 C1 C3 C3
100210 15 167 U4 P4 gwa-t2 C1 C3 C3
100210 15 167 U0 P0 gwa-t2 C1 C3 C3
100210 15 167 U0 P0 gwa-t2 C1 C3 C3
100210 15 167 U5 P5 gwa-t2 C1 C3 C3
100210 15 167 U5 P5 gwa-t2 C1 C3 C3
100210 15 167 U5 P5 gwa-t2 C1 C3 C3
100810 15 168 U3 P3 gwa-t2 C1 C3 C3
100810 15 168 U3 P3 gwa-t2 C1 C3 C3
100810 15 168 U3 P3 gwa-t2 C1 C3 C3
100810 15 168 U4 P4 gwa-t2 C1 C3 C3
100810 15 168 U4 P4 gwa-t2 C1 C3 C3
100810 15 168 U0 P0 gwa-t2 C1 C3 C3
100810 15 168 U0 P0 gwa-t2 C1 C3 C3
100810 15 168 U1 P1 gwa-t2 C1 C3 C3
100810 15 168 U1 P1 gwa-t2 C1 C3 C3
100810 15 168 U5 P5 gwa-t2 C1 C3 C3
100810 15 168 U5 P5 gwa-t2 C1 C3 C3
100810 15 168 U5 P5 gwa-t2 C1 C3 C3
101410 15 169 U4 P4 gwa-t2 C1 C3 C3
101410 15 169 U4 P4 gwa-t2 C1 C3 C3
101410 15 169 U4 P4 gwa-t2 C1 C3 C3
101410 15 169 U0 P0 gwa-t2 C1 C3 C3
101410 15 169 U0 P0 gwa-t2 C1 C3 C3
101410 15 169 U1 P1 gwa-t2 C1 C3 C3
101410 15 169 U1 P1 gwa-t2 C1 C3 C3
101410 15 169 U2 P2 gwa-t2 C1 C3 C3
101410 15 169 U2 P2 gwa-t2 C1 C3 C3
101410 15 169 U5 P5 gwa-t2 C1 C3 C3
101410 15 169 U5 P5 gwa-t2 C1 C3 C3
101410 15 169 U5 P5 gwa-t2 C1 C3 C3
102010 15 170 U0 P0 gwa-t2 C1 C3 C3
102010 15 170 U0 P0 gwa-t2 C1 C3 C3
102010 15 170 U0 P0 gwa-t2 C1 C3 C3
102010 15 170 U1 P1 gwa-t2 C1 C3 C3
102010 15 170 U1 P1 gwa-t2 C1 C3 C3
102010 15 170 U2 P2 gwa-t2 C1 C3 C3
102010 15 170 U2 P2 gwa-t2 C1 C3 C3
102010 15 170 U3 P3 gwa-t2 C1 C3 C3
102010 15 170 U3 P3 gwa-t2 C1 C3 C3
102010 15 170 U5 P5 gwa-t2 C1 C3 C3
102010 15 170 U5 P5 gwa-t2 C1 C3 C3
102010 15 170 U5 P5 gwa-t2 C1 C3 C3
102610 15 171 U1 P1 gwa-t2 C1 C3 C3
102610 15 171 U1 P1 gwa-t2 C1 C3 C3
102610 15 171 U1 P1 gwa-t2 C1 C3 C3
